,Clip,target1,mel_spectogram,rmse,centroid,roll_off,spectral_flatness,chromagram,tonal
20,3-139958-A-37.wav,11,0.00018681100787577924,0.005220754537731409,-0.009554509440695972,0.0774529260855,0.845229,0.112594851656,0.624206713644
21,2-152964-A-31.wav,34,0.028399038059249662,0.08956669270992279,-0.009548713912131563,0.0834357906965,0.440306,0.32551014223,0.502744789487
22,1-101336-A-30.wav,21,0.09887311675325969,0.2771015167236328,-0.009535828129080172,0.546372041241,0.0563495,0.758802090326,0.521915270464
23,1-11687-A-47.wav,1,0.0026687585004207866,0.07284089922904968,-0.009549863165139182,0.61568323733,0.0806659,0.498189602369,0.568892701346
24,3-156581-B-14.wav,8,0.002465053409679309,0.03056797757744789,-0.009552767797346092,0.488043951789,0.0304014,0.419146674257,0.470392620865
25,1-12653-A-15.wav,49,0.12453489571189938,0.4478834271430969,-0.00952409346338051,0.739542088194,0.147293,0.510954240853,0.571631421523
26,4-204777-A-39.wav,27,0.00304875754021233,0.05630755424499512,-0.009550999194545452,0.469901737741,0.0524879,0.634197138284,0.542998475016
27,5-160614-B-48.wav,24,0.013309658940917665,0.09408705681562424,-0.009548403311470345,0.322053342369,0.0107889,0.525939258122,0.575139162242
28,4-234644-A-2.wav,35,0.025567307161557227,0.1408708393573761,-0.009545188732540039,0.420233312358,0.00528308,0.758494903543,0.636777958149
29,4-201988-A-44.wav,23,0.13791255542679376,0.1912427395582199,-0.00954172760662423,0.0626070961808,0.748407,0.0968017702804,0.619565116761
30,2-103424-A-3.wav,14,0.07478877804550126,0.25842779874801636,-0.00953711122653981,0.430945350695,0.043432,0.621813185962,0.561096683386
31,1-28005-A-18.wav,45,0.008292473444522531,0.07772268354892731,-0.009549527730761993,0.346023524856,0.0185861,0.554444656834,0.566160536385
32,2-82455-A-23.wav,2,0.0002959001297850046,0.008650272153317928,-0.00955427379372589,0.647093276538,0.0930343,0.860187260604,0.557764547051
33,5-234855-A-25.wav,25,0.027662685241699184,0.16511298716068268,-0.00954352302009895,0.664746599545,0.120721,0.64628115862,0.772926236704
34,2-50668-A-41.wav,7,0.0007437463545836842,0.02313239313662052,-0.009553278706657039,0.22512222276,0.00489273,0.839558350854,0.614763451796
35,3-163607-A-13.wav,16,0.002962822268774079,0.03354685753583908,-0.009552563114225122,0.301389225035,0.0035656,0.589071893155,0.629548920176
36,5-233312-A-28.wav,43,0.00017135771560163052,0.006535580847412348,-0.009554419097137367,0.202831695629,0.00679867,0.767726371089,0.599234322583
37,1-115545-A-48.wav,24,0.05280294315362233,0.08052089065313339,-0.00954933546178074,0.0681543153105,0.673213,0.289267472288,0.607101970912
38,3-144510-A-30.wav,21,0.018037618728341018,0.12019260972738266,-0.009546609562352815,0.72130306404,0.164536,0.587857091413,0.564322985711
39,4-102844-C-49.wav,28,0.03428443208863871,0.1413409560918808,-0.009545156429409568,0.0949465124159,0.000832629,0.835000741172,0.630594315118
40,5-192191-A-19.wav,44,0.0004085600986502785,0.008032338693737984,-0.009554316252794223,0.166101941043,0.00200847,0.744855932758,0.598060533717
41,4-198962-A-25.wav,25,0.2214290169939336,0.4421180486679077,-0.009524489609904341,0.0463575197251,0.000144838,0.33761745782,0.348806182981
42,5-177957-D-40.wav,29,0.003499136849610925,0.014108569361269474,-0.009553898746404945,0.146851251271,0.812738,0.196398749376,0.589506882148
43,2-102581-B-29.wav,22,0.0035600809682181005,0.015124899335205555,-0.009553828912912987,0.18057021153,0.699252,0.236669269917,0.604284659847
44,5-259180-A-15.wav,49,0.10661108743780494,0.24558699131011963,-0.009537993536225704,0.230093421753,0.00543378,0.671616087432,0.562873560107
45,5-260164-A-23.wav,2,0.02853413169294911,0.22216485440731049,-0.009539602905166535,0.544024396147,0.00752817,0.741647943839,0.780662390101
46,1-21896-A-35.wav,48,0.0003041190154319547,0.007303424179553986,-0.009554366337528977,0.516157606854,0.022243,0.626551688653,0.643696324325
47,2-52001-A-28.wav,43,0.06208860428937639,0.21303659677505493,-0.009540230120076336,0.197632992884,0.00203618,0.647369957301,0.6601522947
48,2-42101-A-43.wav,5,0.0047729479824107504,0.02893497236073017,-0.009552880003407184,0.157001790987,0.0011948,0.872539450235,0.646596810438
49,3-251617-A-48.wav,24,0.0005439263584491064,0.016304079443216324,-0.009553747889764352,0.628312115785,0.0515245,0.972073152684,0.764768768586
50,3-142605-A-21.wav,42,0.0002061440986205775,0.012379762716591358,-0.009554017535142402,0.487192022847,0.0246654,0.680698513861,0.603814277359
51,2-95567-A-23.wav,2,0.05398032026789498,0.2763238847255707,-0.00953588156092616,0.261851977346,0.00276744,0.260338961021,0.57213070983
52,2-32515-A-4.wav,26,0.0013250848691213778,0.03055514767765999,-0.00955276867884185,0.394738370686,0.00567469,0.741281746666,0.623727929822
53,3-155584-A-14.wav,8,0.012010278451455872,0.06232168897986412,-0.009550585954770388,0.427605402004,0.0545386,0.607789067339,0.622404142443
54,5-214759-B-5.wav,6,0.0005323780567700735,0.02029244974255562,-0.009553473843217775,0.355922358294,0.0185139,0.68919049529,0.628093287452
55,4-175945-A-38.wav,12,0.101491327475088,0.3221876621246338,-0.009532730195726492,0.33921293383,0.00595582,0.339717119946,0.515719596238
56,1-22804-A-46.wav,9,0.0023831651461988282,0.07356096059083939,-0.009549813688762709,0.710305435888,0.228734,0.715311859671,0.516524658704
57,3-96606-A-49.wav,28,0.011963349474628945,0.02959020622074604,-0.00955283498130256,0.0920180066799,0.847581,0.0559771743568,0.561946048608
58,5-221593-A-21.wav,42,0.011697386832345174,0.09921132028102875,-0.009548051216434993,0.429135001694,0.0166586,0.433580682902,0.49569887472
59,3-110913-D-7.wav,31,0.021569084294432012,0.05374911427497864,-0.009551174988487475,0.0810106975168,0.807477,0.0518096343316,0.577228498725
60,4-161303-B-5.wav,6,0.003048369976347386,0.051971230655908585,-0.009551297149431615,0.583948884264,0.0392526,0.788979564204,0.732673321026
61,2-73260-A-10.wav,37,0.03955124889632764,0.1454848051071167,-0.009544871700066376,0.0602788131081,0.000193408,0.657304922037,0.548847466315
62,2-104105-B-19.wav,44,0.0005145643187541708,0.01060262881219387,-0.009554139644536516,0.554567016797,0.0242539,0.563109595661,0.787653822665
63,5-249748-A-28.wav,43,0.013632526404861903,0.05557549372315407,-0.009551049495334037,0.396500314633,0.024497,0.767006664978,0.571789719437
64,2-117615-E-48.wav,24,0.0001182680130744282,0.011752107180655003,-0.009554060662225307,0.447775787792,0.01815,0.547991645537,0.641980884948
65,4-108352-A-33.wav,20,0.0022196810135283796,0.05133014917373657,-0.009551341198978474,0.629362505446,0.146817,0.641895071334,0.516896801033
66,1-46353-A-49.wav,28,5.0303618789254736e-05,0.0014560373965650797,-0.009554768119740122,0.389283121158,0.0110552,0.650912108349,0.562349665733
67,2-139749-A-15.wav,49,0.0047654666996756676,0.060160715132951736,-0.009550734438265186,0.14482307953,0.00275803,0.63866334653,0.58409257179
68,5-215658-A-12.wav,15,0.011289498745968235,0.1220833882689476,-0.009546479644634323,0.314811946367,0.00344903,0.455032182133,0.476250175018
69,2-128465-A-43.wav,5,0.0009845282544919181,0.016404708847403526,-0.009553740975459185,0.0961614792584,0.735365,0.182379488328,0.568557432942
70,5-179860-A-43.wav,5,0.007843853625333085,0.031766630709171295,-0.009552685436129612,0.454726753473,0.252519,0.587668594994,0.616214985209
71,1-58846-A-34.wav,4,0.03698761217070808,0.15021686255931854,-0.009544546553171844,0.233322038821,0.0031222,0.500554301691,0.521243517698
72,1-17970-A-4.wav,26,0.009251096354438906,0.06387978047132492,-0.009550478896139704,0.610610387724,0.0251911,0.744875551129,0.618530087653
73,1-15689-A-4.wav,26,0.00023027151413186023,0.009398390538990498,-0.009554222389417229,0.247141681592,0.00430944,0.50255639741,0.516423052437
74,2-139748-A-15.wav,49,0.00012789447032004341,0.012581118382513523,-0.009554003699736397,0.6002710683,0.034052,0.677891373571,0.567662044963
75,2-88724-A-38.wav,12,0.1919687421686278,0.40813931822776794,-0.009526824335687151,0.474766445617,0.00691443,0.289144192675,0.378072256179
76,1-64398-B-41.wav,7,0.001567098557132083,0.026714932173490524,-0.00955303254547155,0.575511883441,0.0810364,0.747113729003,0.558523723022
77,2-124564-A-15.wav,49,0.0026727775938738606,0.028006670996546745,-0.009552943788362607,0.077723994385,0.647133,0.248157406026,0.621850432672
78,4-161579-A-40.wav,29,0.005117153438441297,0.04901356250047684,-0.009551500374977989,0.0910402245994,0.000449547,0.684140171854,0.551608514838
79,4-125072-A-19.wav,44,0.006337943770029584,0.052881915122270584,-0.009551234574882482,0.368299530471,0.0149178,0.326060793899,0.560953143247
80,2-71162-A-1.wav,38,0.0009901660652698215,0.01909615285694599,-0.009553556042503096,0.245878309696,0.505436,0.322537609639,0.625206643315
81,2-98392-A-23.wav,2,0.010067409917966782,0.11831768602132797,-0.009546738391210466,0.791664649789,0.193121,0.434789870911,0.566363503775
82,1-45641-A-27.wav,3,0.026032803323180875,0.14304742217063904,-0.009545039176494016,0.0464059247785,0.000179869,0.29146223491,0.593577375763
83,4-163606-A-16.wav,50,0.0012721457579378443,0.029187360778450966,-0.00955286266143435,0.488803911128,0.0498688,0.587815207946,0.604324762226
84,3-159348-A-36.wav,47,0.0011345361778193725,0.015345155261456966,-0.009553813778854033,0.178266130984,0.00539101,0.735932982025,0.577245749369
85,4-187284-A-30.wav,21,0.02832351959790904,0.1711132973432541,-0.009543110730164691,0.540427900673,0.0925035,0.738991097151,0.644616979672
86,5-253094-A-49.wav,28,0.01325372128717261,0.0689929649233818,-0.009550127562219634,0.299709569679,0.0043386,0.734814768312,0.563672031442
87,4-186518-A-30.wav,21,0.013745559731535826,0.10541246831417084,-0.009547625127014712,0.481828742921,0.0778821,0.837025339494,0.572827689518
88,4-195497-A-11.wav,39,0.024753852869641442,0.14793552458286285,-0.009544703307970456,0.603170531003,0.105297,0.629602946749,0.573173092108
89,4-135439-A-18.wav,45,0.001083614320529964,0.03547913208603859,-0.009552430345042598,0.61401810349,0.0961204,0.611380720753,0.569007745314
90,3-108451-A-17.wav,36,0.041366434670585144,0.12299110740423203,-0.009546417273567032,0.38604482308,0.332974,0.25429756268,0.468193838611
91,5-200334-B-1.wav,38,3.1478882424626614e-05,0.0023283367045223713,-0.00955470818282192,0.265651774045,0.599663,0.263022842063,0.600599664813
92,1-36397-A-23.wav,2,0.00210843193460915,0.025945868343114853,-0.009553085389006491,0.106694418897,0.875108,0.112391722493,0.638663300007
93,5-252248-A-34.wav,4,0.002651632356821306,0.04985890910029411,-0.00955144228984404,0.789418655308,0.195233,0.629755397293,0.542420297004
94,5-156698-A-18.wav,45,0.03183156829094469,0.15076440572738647,-0.00954450893077754,0.25822643884,0.00469794,0.649696002989,0.592969375388
95,1-30709-B-23.wav,2,0.02125594836885432,0.14173176884651184,-0.009545129576019835,0.565288736144,0.0138357,0.532746976629,0.658651802587
96,4-218199-C-35.wav,48,0.03308265394522225,0.1320069432258606,-0.00954579778242403,0.260356261194,0.00607849,0.559416045391,0.523123446304
97,5-263831-A-6.wav,30,0.07972062593939594,0.24530087411403656,-0.00953801319629939,0.417609758459,0.0161672,0.536093165983,0.561467456302
98,1-260640-A-2.wav,35,0.0101123238096472,0.11963886022567749,-0.009546647611127005,0.298330025655,0.00322727,0.384736784996,0.622645443354
99,2-52085-A-4.wav,26,0.010980822540359885,0.07273419946432114,-0.009549870496310295,0.256324120238,0.391951,0.38670877466,0.583539398482
100,2-135860-A-49.wav,28,0.0022014434457302157,0.03730464726686478,-0.009552304911302751,0.364538457815,0.00960129,0.83943647642,0.579066643698
101,4-184237-A-28.wav,43,0.1854054018375434,0.3758818209171295,-0.009529040795028448,0.0790067283024,4.47041e-05,0.334343424238,0.732297342234
102,5-198373-A-46.wav,9,0.024652065083370662,0.16937419772148132,-0.009543230226040377,0.685817319328,0.193669,0.732230153117,0.512112223053
103,1-51170-A-18.wav,45,0.00014004318988442463,0.01377813145518303,-0.009553921451230993,0.18382787163,3.64385e-05,0.242565637405,0.468001321815
104,3-155766-A-13.wav,16,0.015229234730592905,0.10601694136857986,-0.009547583592643195,0.22733917421,0.00126965,0.683899795862,0.654040780877
105,2-95258-B-1.wav,38,0.0024198533831210024,0.02909782901406288,-0.009552868813265102,0.32533036449,0.00200624,0.739881467714,0.550072646026
106,3-103051-B-19.wav,44,0.0044963562571621735,0.07382404804229736,-0.009549795611498149,0.487264630427,0.0570469,0.660978513783,0.547216849146
107,5-202540-A-18.wav,45,0.060803988948239476,0.3116549253463745,-0.009533453915393971,0.215228229827,0.00131485,0.256798918291,0.590613649338
108,4-154793-A-4.wav,26,0.007135690523009508,0.05072645843029022,-0.009551382679372937,0.184728205625,0.607294,0.34780349998,0.589232037308
109,5-218494-A-22.wav,10,0.016692659696422515,0.1289607137441635,-0.009546007093786056,0.39243429014,0.0025451,0.701367903434,0.327281242815
110,5-157204-A-16.wav,50,0.002999938355787956,0.03189649432897568,-0.009552676513023758,0.560157800474,0.376988,0.622264675539,0.560972318963
111,2-106881-A-39.wav,27,0.034048109801952615,0.11967407166957855,-0.00954664519186772,0.375802313762,0.0103618,0.366487318312,0.47008271638
112,3-151081-B-20.wav,18,0.0018630077683209577,0.016846176236867905,-0.00955371064152034,0.0985914129435,0.8666,0.0739099756566,0.587102756448
113,5-260011-A-34.wav,4,0.007139281944777898,0.034374307841062546,-0.009552506259107831,0.0933346241348,0.600488,0.29668305218,0.623720402776
114,5-235644-A-30.wav,21,0.0012706744402076837,0.05782049894332886,-0.00955089523784786,0.68917663004,0.0109614,0.364939335875,0.503284768675
115,3-129678-A-13.wav,16,0.0001166557930888651,0.004121437203139067,-0.009554584976339348,0.139469480614,0.789422,0.178934597404,0.592143125237
116,1-36402-A-23.wav,2,0.1545687202831547,0.2843661308288574,-0.009535328967933071,0.311704341933,0.00222366,0.569062043028,0.522272642079
117,1-53444-A-28.wav,43,0.0010152812976118191,0.03939162567257881,-0.00955216151194153,0.661648676122,0.0289709,0.444889938308,0.659375767435
118,5-219242-A-37.wav,11,0.09098092016801337,0.2961834669113159,-0.009534516980639205,0.228055569001,0.000524912,0.442384090304,0.551757488638
119,3-98869-A-46.wav,9,0.09723192557141748,0.4075199365615845,-0.009526866896011,0.420973909676,0.0137964,0.395473460674,0.581012382809
120,1-260640-C-2.wav,35,0.03146569303336417,0.14362214505672455,-0.00954499968626068,0.236013359795,0.00390773,0.824754422067,0.584882367036
121,2-188822-A-40.wav,29,0.01172172717827162,0.1031184121966362,-0.00954778275476595,0.485991577521,0.039261,0.569763302269,0.539245133223
122,2-78651-A-44.wav,23,0.05292067416648116,0.203144833445549,-0.009540909797575117,0.39534827436,0.0214709,0.773741073756,0.572245274531
123,4-182613-B-11.wav,39,0.021962358944370947,0.1306377649307251,-0.009545891860932588,0.113829323781,2.3495e-05,0.306208250693,0.813826574311
124,3-115387-A-47.wav,1,0.0004103425931274607,0.015698736533522606,-0.00955378948374362,0.427324652694,0.00775293,0.511091697592,0.62145941684
125,1-51805-C-33.wav,20,0.0050917374070055,0.07581151276826859,-0.009549659049942243,0.41422624522,0.00243804,0.296232049605,0.569769263917
126,2-59566-A-46.wav,9,0.013477131981034968,0.06777491420507431,-0.00955021125577618,0.481233360763,0.0555854,0.498752162944,0.581233871167
127,4-244318-A-6.wav,30,0.0002850837393557257,0.0148401390761137,-0.009553848479206395,0.354116849799,0.00165047,0.604954273494,0.69111772976
128,3-146033-A-13.wav,16,0.0012638873659710933,0.01414955873042345,-0.009553895929987163,0.152853477903,0.450747,0.469494067516,0.580983107295
129,1-79146-A-29.wav,22,0.0016574306032340058,0.0716651976108551,-0.009549943948983076,0.930935669684,0.187122,0.47746134812,0.710428909076
130,1-67033-A-37.wav,11,0.0017857124813385511,0.014691883698105812,-0.009553858666016024,0.0249576455782,0.79935,0.159936752483,0.632635833136
131,1-103999-A-30.wav,21,4.273594939870767e-05,0.006326304282993078,-0.00955443347682817,0.64476015296,0.13605,0.576564299032,0.536945974966
132,1-38560-A-14.wav,8,0.07408200024858837,0.2884867489337921,-0.009535045833048726,0.33129386708,0.00827878,0.333689233237,0.591241680786
133,5-189795-A-4.wav,26,0.07086061310206355,0.16735875606536865,-0.009543368709412367,0.537150878552,0.0650604,0.571776923651,0.560387940137
134,5-202020-A-18.wav,45,0.5164448448023177,0.8199703097343445,-0.009498526846206558,0.692047049712,0.113935,0.335309919237,0.379302925638
135,3-152020-B-36.wav,47,0.0009783117361865062,0.006620356347411871,-0.009554413272081364,0.168982041725,0.345808,0.4483240869,0.649673582984
136,3-170015-A-0.wav,19,0.10587213499160024,0.2689545154571533,-0.009536387921602494,0.115697758846,0.197601,0.590941083543,0.230018485053
137,4-175845-A-43.wav,5,0.00029274466952688505,0.013707365840673447,-0.009553926313631495,0.257103441599,0.00684286,0.521350389348,0.497354821413
138,5-200329-B-8.wav,40,0.016382768698853065,0.24158935248851776,-0.009538268219623842,0.366024492957,0.00150826,0.614920464562,0.585397173665
139,4-181599-A-26.wav,33,0.10635429328466485,0.21145735681056976,-0.009540338631815888,0.195914613486,0.236959,0.587937372547,0.585856912683
140,1-81001-B-30.wav,21,0.01436151599360157,0.10143526643514633,-0.00954789840623282,0.407507623796,0.0150523,0.557795146396,0.576579584636
141,1-211527-B-20.wav,18,0.038173334984317485,0.17829447984695435,-0.009542617300681643,0.433472094487,0.0322325,0.66104042906,0.603712692695
142,3-253084-D-2.wav,35,0.024613592656339566,0.06750907748937607,-0.009550229521766264,0.238675637737,0.524865,0.286349429545,0.563099012036
143,2-92978-A-29.wav,22,0.00011649622243907307,0.00830902624875307,-0.009554297241221825,0.70846120335,0.0873338,0.684199992762,0.512530599248
144,5-237315-A-31.wav,34,0.06565442414223245,0.2535875141620636,-0.009537443809064643,0.262955612566,0.00516758,0.520466674629,0.418289539553
145,3-68630-A-40.wav,29,0.004517510535361291,0.09196706116199493,-0.009548548979615252,0.584006970328,0.04574,0.431845646122,0.520610545128
146,2-72547-A-14.wav,8,0.00021735663233092315,0.012148863635957241,-0.00955403340051276,0.575090759475,0.102528,0.719064675062,0.599685119861
147,3-169907-A-29.wav,22,0.012914703915937362,0.10152778774499893,-0.009547892048590285,0.251682075609,0.331972,0.556257222086,0.489721575279
148,4-186935-A-44.wav,23,5.5446955611316726e-05,0.004935901612043381,-0.009554529013348188,0.737978604966,0.151087,0.514834206038,0.571933198191
149,1-50688-A-17.wav,36,0.000752910652521675,0.022636527195572853,-0.009553312778409725,0.685415557384,0.0511164,0.249646902434,0.114175796237
150,5-233787-A-7.wav,31,0.005966564236598066,0.047871582210063934,-0.009551578842080168,0.372549494167,0.024521,0.686209236364,0.704848613885
151,2-91912-B-33.wav,20,0.00529779297544818,0.05258555710315704,-0.009551254938211153,0.499056101457,0.0520151,0.607019213538,0.606257200696
152,5-259514-A-26.wav,33,0.019202940809381945,0.08334450423717499,-0.00954914144767088,0.551846652791,0.0520286,0.431141946538,0.575625845713
153,4-185575-A-20.wav,18,0.004981941063264108,0.07341313362121582,-0.009549823845768463,0.42580957452,0.00537047,0.924905890134,0.737754938793
154,1-17808-A-12.wav,15,0.08343713718016037,0.21014656126499176,-0.009540428698159612,0.284123142456,0.00470939,0.363937880293,0.614705667436
155,3-124376-B-3.wav,14,0.018587027671535885,0.16158491373062134,-0.009543765438422381,0.211012149668,0.000459376,0.237995918352,0.644136182333
156,4-99644-B-4.wav,26,0.014499031944746879,0.08889277279376984,-0.0095487602182299,0.259949658744,0.00650978,0.389961852678,0.656441126953
157,5-248341-B-6.wav,30,0.010656309361317381,0.05339232087135315,-0.009551199504165988,0.366334285299,0.00671115,0.528061015456,0.573855332526
158,4-212604-C-15.wav,49,0.00013510525307436686,0.01243232749402523,-0.009554013923339738,0.714182680672,0.154907,0.693972018558,0.571177129725
159,5-218196-B-27.wav,3,0.015645525194582798,0.09990331530570984,-0.009548003668476114,0.557790793359,0.0887577,0.772059233899,0.565093535136
160,2-132157-B-11.wav,39,0.018492671098716995,0.07671968638896942,-0.009549596648197345,0.0889975313423,0.647163,0.167275154271,0.558773967579
161,2-96460-A-1.wav,38,0.0002535098237971262,0.009624097496271133,-0.00955420688077112,0.605072849605,0.0835049,0.747375774386,0.572966069871
162,3-170377-A-38.wav,12,0.12849612087450898,0.3334936201572418,-0.00953195334710584,0.259688271456,0.00102816,0.308130055833,0.633367362808
163,4-150364-B-46.wav,9,0.012224866797117729,0.07773120701313019,-0.00954952714478089,0.175289220195,0.000472263,0.517431231687,0.547528102269
164,4-188703-D-8.wav,40,0.002743116435093713,0.055933281779289246,-0.009551024911310477,0.67141197541,0.0894652,0.849701068654,0.545721347827
165,5-195710-A-10.wav,37,0.04743533303802726,0.22985196113586426,-0.00953907471290802,0.603286703132,0.0789378,0.983467196104,0.660728823375
166,4-161127-A-10.wav,37,0.0028921321838888212,0.038827359676361084,-0.009552200283386913,0.408558013457,0.0390227,0.628356022544,0.558001894432
167,3-102583-C-49.wav,28,0.12444042555162638,0.31472572684288025,-0.009533242917151956,0.309361537344,0.010432,0.666819472485,0.566364432566
168,4-165845-A-45.wav,46,0.0012974560230428153,0.03613376244902611,-0.009552385364294492,0.327818384239,0.0109571,0.459092228912,0.554425797997
169,1-49409-B-8.wav,40,0.0012904585393123452,0.028959115967154503,-0.009552878344486532,0.345074785808,0.0158423,0.648706585303,0.570786118119
170,2-108767-B-9.wav,17,0.0001126264512655056,0.002890094183385372,-0.009554669583671094,0.123631347113,0.948334,0.0443269015133,0.583959273478
171,3-216280-A-39.wav,27,0.006636058356430074,0.12962684035301208,-0.00954596132357501,0.376383174403,0.00129491,0.121275863579,0.786460484367
172,5-204352-B-13.wav,16,0.0003660530009128819,0.014199589379131794,-0.009553892492250787,0.699206157123,0.0470136,0.369158898058,0.582121170555
173,1-51436-A-17.wav,36,0.0030434533875371072,0.05065961927175522,-0.009551387272082336,0.243119221647,0.00236766,0.404559528829,0.673477982321
174,5-179294-A-46.wav,9,0.0006837764250265244,0.005275331437587738,-0.00955450569064992,0.158623360279,0.891664,0.0568723271832,0.611463535058
175,3-216281-A-39.wav,27,0.12760925514063426,0.3262266218662262,-0.009532452672902368,0.209724575246,0.000849704,0.377294210424,0.473013135883
176,3-98193-A-46.wav,9,0.011509598990997459,0.0626894161105156,-0.009550560687684697,0.446638269035,0.010445,0.672162949588,0.629189990593
177,4-197454-A-28.wav,43,0.029114107687794762,0.17388781905174255,-0.009542920088649837,0.112730529067,0.000324241,0.442090423321,0.593054851111
178,2-109371-C-16.wav,50,0.0007769398044391239,0.038591787219047546,-0.009552216470095482,0.25433467254,0.0010025,0.646192159241,0.58767235615
179,4-149940-B-5.wav,6,0.0784338081501385,0.3026049733161926,-0.009534075749684729,0.207923907256,0.00218698,0.481924063003,0.53233243082
180,2-32515-C-4.wav,26,0.056002892518244834,0.22459883987903595,-0.00953943566173337,0.382119173242,0.00896927,0.295046934473,0.54892317891
181,4-132816-A-26.wav,33,0.07487123090130528,0.3637523353099823,-0.009529874228686964,0.470598770512,0.0083461,0.361270246056,0.683161776379
182,1-72195-B-37.wav,11,0.1988139721015045,0.40677008032798767,-0.0095269184188556,0.644997337722,0.051907,0.757220221921,0.576824519444
183,1-69760-A-16.wav,50,0.0032700364170928408,0.030133849009871483,-0.0095527976268519,0.251227068106,0.490807,0.258813031604,0.60844802738
184,2-120587-A-6.wav,30,0.02533233755549679,0.0713219866156578,-0.009549967531518724,0.107730287042,0.559165,0.169646763274,0.604577266868
185,2-79775-A-26.wav,33,0.004594772026006365,0.044838130474090576,-0.009551787275053028,0.262655501234,0.00280596,0.879941633516,0.551539749017
186,2-120218-A-30.wav,21,0.03194405615343116,0.11451204866170883,-0.00954699988168486,0.274137179922,0.00134456,0.413419461542,0.522658147447
187,5-242932-B-26.wav,33,0.0003375889968478428,0.020650217309594154,-0.009553449260553348,0.52247930684,0.0466513,0.539459244667,0.529981588286
188,4-223127-A-14.wav,8,0.08013635933074334,0.2559795677661896,-0.009537279448549764,0.226525969311,0.00147809,0.41709815492,0.971182904737
189,2-121909-A-35.wav,48,0.09028099800081758,0.3262108862400055,-0.009532453755550022,0.75225325524,0.163123,0.488773787846,0.587384398528
190,2-77945-B-41.wav,7,0.002615614212702017,0.048953309655189514,-0.009551504514901462,0.348342126918,0.0218527,0.6454189327,0.759129484755
191,5-243773-A-44.wav,23,0.002665088919697515,0.033277809619903564,-0.00955258160097747,0.750486470788,0.187749,0.688881954013,0.569338915922
192,2-102414-E-17.wav,36,0.0008436908949575343,0.02642151340842247,-0.009553052706677514,0.684936347355,0.0444214,0.791939633318,0.604561133814
193,2-30322-A-12.wav,15,0.004797265376627283,0.06039268150925636,-0.00955071849950157,0.557708504768,0.0764305,0.734398577788,0.579545178066
194,2-118459-A-32.wav,32,0.006702221017446041,0.07396496087312698,-0.009549785929024474,0.0548477661068,6.58575e-05,0.631407456038,0.596379005743
